id,label
TEST_104,훼손
TEST_105,훼손
TEST_106,훼손
TEST_107,몰딩수정
TEST_108,훼손
TEST_109,훼손
TEST_110,곰팡이
TEST_111,훼손
TEST_112,훼손
TEST_113,훼손
TEST_114,오염
TEST_115,터짐
TEST_116,훼손
TEST_117,훼손
TEST_118,석고수정
TEST_119,훼손
TEST_120,훼손
TEST_121,오염
TEST_122,훼손
TEST_123,몰딩수정
TEST_124,훼손
TEST_125,오염
TEST_126,꼬임
TEST_127,훼손
TEST_128,훼손
TEST_129,터짐
TEST_130,훼손
TEST_131,오염
TEST_132,면불량
TEST_133,훼손
TEST_134,훼손
TEST_135,오염
TEST_136,석고수정
TEST_137,훼손
TEST_138,훼손
TEST_139,오염
TEST_140,석고수정
TEST_141,훼손
TEST_142,오염
TEST_143,훼손
TEST_144,터짐
TEST_145,훼손
TEST_146,오염
TEST_147,석고수정
TEST_148,훼손
TEST_149,오염
TEST_150,오염
TEST_151,오염
TEST_152,오염
TEST_153,훼손
TEST_154,훼손
TEST_155,이음부불량
TEST_156,훼손
TEST_157,반점
TEST_158,훼손
TEST_159,석고수정
TEST_160,반점
TEST_161,훼손
TEST_162,훼손
TEST_163,훼손
TEST_164,훼손
TEST_165,훼손
TEST_166,훼손
TEST_167,훼손
TEST_168,훼손
TEST_169,훼손
TEST_170,훼손
TEST_171,훼손
TEST_172,훼손
TEST_173,오염
TEST_174,오염
TEST_175,오염
TEST_176,훼손
TEST_177,훼손
TEST_178,훼손
TEST_179,꼬임
TEST_180,훼손
TEST_181,오염
TEST_182,훼손
TEST_183,꼬임
TEST_184,오염
TEST_185,훼손
TEST_186,꼬임
TEST_187,훼손
TEST_188,오염
TEST_189,훼손
TEST_190,꼬임
TEST_191,오타공
TEST_192,훼손
TEST_193,꼬임
TEST_194,훼손
TEST_195,곰팡이
TEST_196,훼손
TEST_197,훼손
TEST_198,훼손
TEST_199,몰딩수정
TEST_200,훼손
TEST_201,꼬임
TEST_202,훼손
TEST_203,오염
TEST_204,터짐
TEST_205,꼬임
TEST_206,오염
TEST_207,훼손
TEST_208,면불량
TEST_209,훼손
TEST_210,꼬임
TEST_211,훼손
TEST_212,훼손
TEST_213,꼬임
TEST_214,오염
TEST_215,훼손
TEST_216,훼손
TEST_217,훼손
TEST_218,훼손
TEST_219,훼손
TEST_220,면불량
TEST_221,오염
TEST_222,터짐
TEST_223,터짐
TEST_224,훼손
TEST_225,훼손
TEST_226,오염
TEST_227,오염
TEST_228,오염
TEST_229,곰팡이
TEST_230,훼손
TEST_231,터짐
TEST_232,오염
TEST_233,훼손
TEST_234,오염
TEST_235,훼손
TEST_236,꼬임
TEST_237,꼬임
TEST_238,오염
TEST_239,오염
TEST_240,오염
TEST_241,훼손
TEST_242,석고수정
TEST_243,훼손
TEST_244,터짐
TEST_245,오염
TEST_246,오염
TEST_247,훼손
TEST_248,훼손
TEST_249,오염
TEST_250,오염
TEST_251,오타공
TEST_252,훼손
TEST_253,훼손
TEST_254,훼손
TEST_255,훼손
TEST_256,녹오염
TEST_257,몰딩수정
TEST_258,훼손
TEST_259,오염
TEST_260,석고수정
TEST_261,훼손
TEST_262,훼손
TEST_263,피스
TEST_264,훼손
TEST_265,몰딩수정
TEST_266,면불량
TEST_267,꼬임
TEST_268,오염
TEST_269,면불량
TEST_270,석고수정
TEST_271,곰팡이
TEST_272,훼손
TEST_273,훼손
TEST_274,석고수정
TEST_275,석고수정
TEST_276,꼬임
TEST_277,가구수정
TEST_278,훼손
TEST_279,몰딩수정
TEST_280,훼손
TEST_281,오염
TEST_282,녹오염
TEST_283,오염
TEST_284,훼손
TEST_285,터짐
TEST_286,훼손
TEST_287,훼손
TEST_288,훼손
TEST_289,훼손
TEST_290,오염
TEST_291,오염
TEST_292,훼손
TEST_293,훼손
TEST_294,오염
TEST_295,훼손
TEST_296,오염
TEST_297,훼손
TEST_298,훼손
TEST_299,훼손
TEST_300,오염
TEST_301,오염
TEST_302,곰팡이
TEST_303,훼손
TEST_304,몰딩수정
TEST_305,훼손
TEST_306,훼손
TEST_307,오염
TEST_308,훼손
TEST_309,훼손
TEST_310,훼손
TEST_311,피스
TEST_312,면불량
TEST_313,오염
TEST_314,면불량
TEST_315,터짐
TEST_316,오염
TEST_317,오염
TEST_318,훼손
TEST_319,"창틀,문틀수정"
TEST_320,터짐
TEST_321,곰팡이
TEST_322,석고수정
TEST_323,훼손
TEST_324,곰팡이
TEST_325,석고수정
TEST_326,오염
TEST_327,터짐
TEST_328,이음부불량
TEST_329,걸레받이수정
TEST_330,오염
TEST_331,훼손
TEST_332,오염
TEST_333,훼손
TEST_334,오염
TEST_335,오염
TEST_336,훼손
TEST_337,오타공
TEST_338,오염
TEST_339,훼손
TEST_340,오타공
TEST_341,오타공
TEST_342,터짐
TEST_343,피스
TEST_344,터짐
TEST_345,훼손
TEST_346,터짐
TEST_347,오염
TEST_348,훼손
TEST_349,훼손
TEST_350,훼손
TEST_351,석고수정
TEST_352,터짐
TEST_353,꼬임
TEST_354,오염
TEST_355,오염
TEST_356,훼손
TEST_357,오염
TEST_358,걸레받이수정
TEST_359,훼손
TEST_360,오염
TEST_361,훼손
TEST_362,훼손
TEST_363,훼손
TEST_364,훼손
TEST_365,훼손
TEST_366,터짐
TEST_367,훼손
TEST_368,훼손
TEST_369,오타공
TEST_370,피스
TEST_371,훼손
TEST_372,훼손
TEST_373,훼손
TEST_374,"창틀,문틀수정"
TEST_375,오염
TEST_376,훼손
TEST_377,훼손
TEST_378,훼손
TEST_379,오염
TEST_380,오염
TEST_381,훼손
TEST_382,오염
TEST_383,훼손
TEST_384,이음부불량
TEST_385,녹오염
TEST_386,오염
TEST_387,석고수정
TEST_388,꼬임
TEST_389,훼손
TEST_390,오염
TEST_391,오염
TEST_392,터짐
TEST_393,훼손
TEST_394,터짐
TEST_395,오염
TEST_396,오염
TEST_397,면불량
TEST_398,훼손
TEST_399,오염
TEST_400,훼손
TEST_401,터짐
TEST_402,훼손
TEST_403,훼손
TEST_404,꼬임
TEST_405,훼손
TEST_406,오염
TEST_407,훼손
TEST_408,훼손
TEST_409,면불량
TEST_410,터짐
TEST_411,훼손
TEST_412,훼손
TEST_413,훼손
TEST_414,훼손
TEST_415,오염
TEST_416,오염
TEST_417,오염
TEST_418,오염
TEST_419,훼손
TEST_420,훼손
TEST_421,훼손
TEST_422,몰딩수정
TEST_423,오염
TEST_424,오염
TEST_425,터짐
TEST_426,훼손
TEST_427,훼손
TEST_428,몰딩수정
TEST_429,훼손
TEST_430,면불량
TEST_431,오염
TEST_432,꼬임
TEST_433,오염
TEST_434,피스
TEST_435,훼손
TEST_436,훼손
TEST_437,꼬임
TEST_438,터짐
TEST_439,오염
TEST_440,터짐
TEST_441,오염
TEST_442,훼손
TEST_443,오염
TEST_444,오염
TEST_445,훼손
TEST_446,터짐
TEST_447,석고수정
TEST_448,훼손
TEST_449,오염
TEST_450,오염
TEST_451,훼손
TEST_452,오염
TEST_453,걸레받이수정
TEST_454,훼손
TEST_455,꼬임
TEST_456,오염
TEST_457,면불량
TEST_458,훼손
TEST_459,터짐
TEST_460,훼손
TEST_461,훼손
TEST_462,훼손
TEST_463,훼손
TEST_464,훼손
TEST_465,훼손
TEST_466,훼손
TEST_467,오염
TEST_468,면불량
TEST_469,훼손
TEST_470,곰팡이
TEST_471,훼손
TEST_472,훼손
TEST_473,오염
TEST_474,훼손
TEST_475,훼손
TEST_476,훼손
TEST_477,훼손
TEST_478,훼손
TEST_479,터짐
TEST_480,오염
TEST_481,꼬임
TEST_482,훼손
TEST_483,꼬임
TEST_484,오염
TEST_485,오염
TEST_486,훼손
TEST_487,훼손
TEST_488,곰팡이
TEST_489,오염
TEST_490,오염
TEST_491,오염
TEST_492,오염
TEST_493,오염
TEST_494,가구수정
TEST_495,녹오염
TEST_496,훼손
TEST_497,꼬임
TEST_498,오염
TEST_499,훼손
TEST_500,몰딩수정
TEST_501,곰팡이
TEST_502,훼손
TEST_503,훼손
TEST_504,오염
TEST_505,오염
TEST_506,훼손
TEST_507,훼손
TEST_508,꼬임
TEST_509,훼손
TEST_510,오염
TEST_511,오타공
TEST_512,훼손
TEST_513,터짐
TEST_514,면불량
TEST_515,오염
TEST_516,훼손
TEST_517,훼손
TEST_518,오염
TEST_519,오타공
TEST_520,곰팡이
TEST_521,훼손
TEST_522,훼손
TEST_523,꼬임
TEST_524,오타공
TEST_525,꼬임
TEST_526,훼손
TEST_527,훼손
TEST_528,오염
TEST_529,면불량
TEST_530,훼손
TEST_531,면불량
TEST_532,꼬임
TEST_533,훼손
TEST_534,이음부불량
TEST_535,면불량
TEST_536,훼손
TEST_537,꼬임
TEST_538,석고수정
TEST_539,오염
TEST_540,면불량
TEST_541,오염
TEST_542,오염
TEST_543,훼손
TEST_544,훼손
TEST_545,훼손
TEST_546,터짐
TEST_547,오염
TEST_548,오염
TEST_549,오염
TEST_550,오염
TEST_551,꼬임
TEST_552,오타공
TEST_553,오염
TEST_554,오염
TEST_555,들뜸
TEST_556,석고수정
TEST_557,훼손
TEST_558,석고수정
TEST_559,훼손
TEST_560,훼손
TEST_561,훼손
TEST_562,훼손
TEST_563,오염
TEST_564,터짐
TEST_565,오염
TEST_566,훼손
TEST_567,훼손
TEST_568,꼬임
TEST_569,훼손
TEST_570,석고수정
TEST_571,오염
TEST_572,훼손
TEST_573,오염
TEST_574,훼손
TEST_575,훼손
TEST_576,훼손
TEST_577,훼손
TEST_578,오염
TEST_579,훼손
TEST_580,오염
TEST_581,오염
TEST_582,훼손
TEST_583,훼손
TEST_584,석고수정
TEST_585,꼬임
TEST_586,훼손
TEST_587,훼손
TEST_588,훼손
TEST_589,오염
TEST_590,들뜸
TEST_591,오염
TEST_592,오염
TEST_593,훼손
TEST_594,훼손
TEST_595,오염
TEST_596,꼬임
TEST_597,오염
TEST_598,곰팡이
TEST_599,오염
TEST_600,훼손
TEST_601,오염
TEST_602,오염
TEST_603,훼손
TEST_604,들뜸
TEST_605,오염
TEST_606,훼손
TEST_607,오염
TEST_608,오염
TEST_609,피스
TEST_610,훼손
TEST_611,훼손
TEST_612,훼손
TEST_613,훼손
TEST_614,오타공
TEST_615,훼손
TEST_616,오타공
TEST_617,석고수정
TEST_618,석고수정
TEST_619,오염
TEST_620,곰팡이
TEST_621,훼손
TEST_622,훼손
TEST_623,오염
TEST_624,오염
TEST_625,훼손
TEST_626,오염
TEST_627,훼손
TEST_628,오염
TEST_629,훼손
TEST_630,훼손
TEST_631,꼬임
TEST_632,훼손
TEST_633,훼손
TEST_634,훼손
TEST_635,오염
TEST_636,훼손
TEST_637,훼손
TEST_638,터짐
TEST_639,터짐
TEST_640,오염
TEST_641,몰딩수정
TEST_642,오염
TEST_643,훼손
TEST_644,울음
TEST_645,곰팡이
TEST_646,오염
TEST_647,터짐
TEST_648,몰딩수정
TEST_649,석고수정
TEST_650,훼손
TEST_651,훼손
TEST_652,오염
TEST_653,터짐
TEST_654,훼손
TEST_655,터짐
TEST_656,꼬임
TEST_657,훼손
TEST_658,오타공
TEST_659,오타공
TEST_660,오염
TEST_661,오염
TEST_662,훼손
TEST_663,오염
TEST_664,오염
TEST_665,꼬임
TEST_666,가구수정
TEST_667,훼손
TEST_668,오염
TEST_669,훼손
TEST_670,훼손
TEST_671,훼손
TEST_672,훼손
TEST_673,오염
TEST_674,훼손
TEST_675,석고수정
TEST_676,오타공
TEST_677,훼손
TEST_678,훼손
TEST_679,터짐
TEST_680,훼손
TEST_681,석고수정
TEST_682,오염
TEST_683,꼬임
TEST_684,훼손
TEST_685,터짐
TEST_686,오염
TEST_687,반점
TEST_688,훼손
TEST_689,훼손
TEST_690,훼손
TEST_691,걸레받이수정
TEST_692,훼손
TEST_693,훼손
TEST_694,오염
TEST_695,곰팡이
TEST_696,터짐
TEST_697,훼손
TEST_698,꼬임
TEST_699,훼손
TEST_700,오염
TEST_701,오염
TEST_702,훼손
TEST_703,훼손
TEST_704,"창틀,문틀수정"
TEST_705,오염
TEST_706,훼손
TEST_707,가구수정
TEST_708,훼손
TEST_709,오염
TEST_710,훼손
TEST_711,훼손
TEST_712,훼손
TEST_713,훼손
TEST_714,꼬임
TEST_715,오염
TEST_716,오염
TEST_717,몰딩수정
TEST_718,피스
TEST_719,훼손
TEST_720,훼손
TEST_721,훼손
TEST_722,훼손
TEST_723,훼손
TEST_724,훼손
TEST_725,훼손
TEST_726,터짐
TEST_727,훼손
TEST_728,오염
TEST_729,훼손
TEST_730,훼손
TEST_731,걸레받이수정
TEST_732,훼손
TEST_733,훼손
TEST_734,면불량
TEST_735,훼손
TEST_736,훼손
TEST_737,"창틀,문틀수정"
TEST_738,오염
TEST_739,오염
TEST_740,훼손
TEST_741,오염
TEST_742,석고수정
TEST_743,걸레받이수정
TEST_744,반점
TEST_745,터짐
TEST_746,훼손
TEST_747,곰팡이
TEST_748,오염
TEST_749,훼손
TEST_750,몰딩수정
TEST_751,훼손
TEST_752,오염
TEST_753,훼손
TEST_754,석고수정
TEST_755,훼손
TEST_756,오염
TEST_757,석고수정
TEST_758,훼손
TEST_759,석고수정
TEST_760,오염
TEST_761,훼손
TEST_762,오염
TEST_763,훼손
TEST_764,오염
TEST_765,걸레받이수정
TEST_766,꼬임
TEST_767,훼손
TEST_768,훼손
TEST_769,훼손
TEST_770,훼손
TEST_771,훼손
TEST_772,훼손
TEST_773,훼손
TEST_774,꼬임
TEST_775,오염
TEST_776,훼손
TEST_777,오타공
TEST_778,훼손
TEST_779,훼손
TEST_780,훼손
TEST_781,훼손
TEST_782,훼손
TEST_783,오염
TEST_784,훼손
TEST_785,훼손
TEST_786,훼손
TEST_787,오염
TEST_788,훼손
TEST_789,오염
TEST_790,오염
TEST_791,오염
