id,label
TEST_102,훼손
TEST_103,터짐
TEST_104,훼손
TEST_105,오염
TEST_106,면불량
TEST_107,오염
TEST_108,훼손
TEST_109,훼손
TEST_110,터짐
TEST_111,훼손
TEST_112,훼손
TEST_113,훼손
TEST_114,훼손
TEST_115,터짐
TEST_116,훼손
TEST_117,훼손
TEST_118,오염
TEST_119,훼손
TEST_120,훼손
TEST_121,훼손
TEST_122,훼손
TEST_123,몰딩수정
TEST_124,훼손
TEST_125,훼손
TEST_126,훼손
TEST_127,훼손
TEST_128,훼손
TEST_129,터짐
TEST_130,훼손
TEST_131,몰딩수정
TEST_132,면불량
TEST_133,오염
TEST_134,훼손
TEST_135,오염
TEST_136,터짐
TEST_137,훼손
TEST_138,훼손
TEST_139,오염
TEST_140,몰딩수정
TEST_141,훼손
TEST_142,훼손
TEST_143,오염
TEST_144,훼손
TEST_145,훼손
TEST_146,훼손
TEST_147,훼손
TEST_148,훼손
TEST_149,꼬임
TEST_150,훼손
TEST_151,곰팡이
TEST_152,훼손
TEST_153,훼손
TEST_154,훼손
TEST_155,이음부불량
TEST_156,오염
TEST_157,오염
TEST_158,훼손
TEST_159,훼손
TEST_160,오염
TEST_161,오염
TEST_162,훼손
TEST_163,훼손
TEST_164,훼손
TEST_165,오염
TEST_166,이음부불량
TEST_167,훼손
TEST_168,훼손
TEST_169,훼손
TEST_170,훼손
TEST_171,훼손
TEST_172,훼손
TEST_173,오염
TEST_174,오염
TEST_175,꼬임
TEST_176,오염
TEST_177,오타공
TEST_178,훼손
TEST_179,들뜸
TEST_180,훼손
TEST_181,오염
TEST_182,오염
TEST_183,꼬임
TEST_184,오염
TEST_185,훼손
TEST_186,훼손
TEST_187,훼손
TEST_188,꼬임
TEST_189,훼손
TEST_190,가구수정
TEST_191,훼손
TEST_192,훼손
TEST_193,오염
TEST_194,훼손
TEST_195,곰팡이
TEST_196,훼손
TEST_197,오염
TEST_198,훼손
TEST_199,몰딩수정
TEST_200,훼손
TEST_201,꼬임
TEST_202,터짐
TEST_203,훼손
TEST_204,"창틀,문틀수정"
TEST_205,꼬임
TEST_206,훼손
TEST_207,훼손
TEST_208,오염
TEST_209,훼손
TEST_210,꼬임
TEST_211,훼손
TEST_212,훼손
TEST_213,오염
TEST_214,오염
TEST_215,가구수정
TEST_216,훼손
TEST_217,훼손
TEST_218,오염
TEST_219,훼손
TEST_220,오염
TEST_221,오염
TEST_222,석고수정
TEST_223,오염
TEST_224,훼손
TEST_225,훼손
TEST_226,오염
TEST_227,곰팡이
TEST_228,오염
TEST_229,곰팡이
TEST_230,훼손
TEST_231,터짐
TEST_232,오염
TEST_233,오염
TEST_234,오염
TEST_235,훼손
TEST_236,꼬임
TEST_237,터짐
TEST_238,오염
TEST_239,훼손
TEST_240,훼손
TEST_241,훼손
TEST_242,터짐
TEST_243,오염
TEST_244,터짐
TEST_245,오염
TEST_246,훼손
TEST_247,훼손
TEST_248,오타공
TEST_249,훼손
TEST_250,오염
TEST_251,오타공
TEST_252,훼손
TEST_253,훼손
TEST_254,걸레받이수정
TEST_255,훼손
TEST_256,곰팡이
TEST_257,몰딩수정
TEST_258,오염
TEST_259,몰딩수정
TEST_260,석고수정
TEST_261,훼손
TEST_262,훼손
TEST_263,훼손
TEST_264,오염
TEST_265,몰딩수정
TEST_266,훼손
TEST_267,꼬임
TEST_268,오염
TEST_269,훼손
TEST_270,몰딩수정
TEST_271,걸레받이수정
TEST_272,훼손
TEST_273,오염
TEST_274,석고수정
TEST_275,터짐
TEST_276,꼬임
TEST_277,꼬임
TEST_278,훼손
TEST_279,몰딩수정
TEST_280,훼손
TEST_281,오염
TEST_282,곰팡이
TEST_283,오염
TEST_284,오염
TEST_285,곰팡이
TEST_286,들뜸
TEST_287,터짐
TEST_288,훼손
TEST_289,훼손
TEST_290,오염
TEST_291,오염
TEST_292,훼손
TEST_293,오염
TEST_294,오염
TEST_295,훼손
TEST_296,오염
TEST_297,훼손
TEST_298,훼손
TEST_299,오염
TEST_300,오염
TEST_301,훼손
TEST_302,곰팡이
TEST_303,훼손
TEST_304,훼손
TEST_305,오염
TEST_306,오타공
TEST_307,터짐
TEST_308,훼손
TEST_309,오염
TEST_310,훼손
TEST_311,피스
TEST_312,석고수정
TEST_313,훼손
TEST_314,훼손
TEST_315,오염
TEST_316,오염
TEST_317,훼손
TEST_318,훼손
TEST_319,꼬임
TEST_320,걸레받이수정
TEST_321,곰팡이
TEST_322,석고수정
TEST_323,훼손
TEST_324,터짐
TEST_325,오염
TEST_326,훼손
TEST_327,터짐
TEST_328,오염
TEST_329,훼손
TEST_330,훼손
TEST_331,터짐
TEST_332,오염
TEST_333,훼손
TEST_334,들뜸
TEST_335,훼손
TEST_336,훼손
TEST_337,석고수정
TEST_338,훼손
TEST_339,오염
TEST_340,오타공
TEST_341,훼손
TEST_342,터짐
TEST_343,피스
TEST_344,터짐
TEST_345,훼손
TEST_346,오염
TEST_347,오염
TEST_348,훼손
TEST_349,꼬임
TEST_350,훼손
TEST_351,터짐
TEST_352,곰팡이
TEST_353,꼬임
TEST_354,오염
TEST_355,오염
TEST_356,훼손
TEST_357,가구수정
TEST_358,걸레받이수정
TEST_359,오염
TEST_360,오염
TEST_361,오염
TEST_362,걸레받이수정
TEST_363,훼손
TEST_364,오염
TEST_365,오염
TEST_366,석고수정
TEST_367,훼손
TEST_368,곰팡이
TEST_369,오타공
TEST_370,피스
TEST_371,터짐
TEST_372,훼손
TEST_373,오염
TEST_374,오염
TEST_375,오염
TEST_376,오염
TEST_377,훼손
TEST_378,훼손
TEST_379,오염
TEST_380,오염
TEST_381,훼손
TEST_382,훼손
TEST_383,훼손
TEST_384,이음부불량
TEST_385,오염
TEST_386,오염
TEST_387,곰팡이
TEST_388,훼손
TEST_389,훼손
TEST_390,훼손
TEST_391,오염
TEST_392,터짐
TEST_393,오염
TEST_394,터짐
TEST_395,오염
TEST_396,오염
TEST_397,터짐
TEST_398,훼손
TEST_399,터짐
TEST_400,훼손
TEST_401,터짐
TEST_402,훼손
TEST_403,훼손
TEST_404,꼬임
TEST_405,오염
TEST_406,오염
TEST_407,오염
TEST_408,훼손
TEST_409,터짐
TEST_410,터짐
TEST_411,훼손
TEST_412,훼손
TEST_413,곰팡이
TEST_414,오염
TEST_415,오염
TEST_416,훼손
TEST_417,오염
TEST_418,몰딩수정
TEST_419,훼손
TEST_420,훼손
TEST_421,훼손
TEST_422,오염
TEST_423,오염
TEST_424,오염
TEST_425,터짐
TEST_426,훼손
TEST_427,오염
TEST_428,가구수정
TEST_429,오타공
TEST_430,훼손
TEST_431,훼손
TEST_432,"창틀,문틀수정"
TEST_433,훼손
TEST_434,피스
TEST_435,훼손
TEST_436,석고수정
TEST_437,꼬임
TEST_438,터짐
TEST_439,오염
TEST_440,오염
TEST_441,오염
TEST_442,터짐
TEST_443,걸레받이수정
TEST_444,오염
TEST_445,터짐
TEST_446,터짐
TEST_447,오염
TEST_448,훼손
TEST_449,오염
TEST_450,오염
TEST_451,훼손
TEST_452,훼손
TEST_453,오염
TEST_454,훼손
TEST_455,이음부불량
TEST_456,오염
TEST_457,몰딩수정
TEST_458,훼손
TEST_459,터짐
TEST_460,훼손
TEST_461,오염
TEST_462,훼손
TEST_463,오타공
TEST_464,훼손
TEST_465,훼손
TEST_466,훼손
TEST_467,훼손
TEST_468,터짐
TEST_469,면불량
TEST_470,곰팡이
TEST_471,훼손
TEST_472,곰팡이
TEST_473,오염
TEST_474,오염
TEST_475,오타공
TEST_476,훼손
TEST_477,훼손
TEST_478,터짐
TEST_479,터짐
TEST_480,오염
TEST_481,꼬임
TEST_482,오염
TEST_483,꼬임
TEST_484,몰딩수정
TEST_485,훼손
TEST_486,훼손
TEST_487,오염
TEST_488,곰팡이
TEST_489,오염
TEST_490,"창틀,문틀수정"
TEST_491,녹오염
TEST_492,터짐
TEST_493,훼손
TEST_494,꼬임
TEST_495,석고수정
TEST_496,훼손
TEST_497,꼬임
TEST_498,오염
TEST_499,오염
TEST_500,훼손
TEST_501,곰팡이
TEST_502,터짐
TEST_503,훼손
TEST_504,오염
TEST_505,훼손
TEST_506,훼손
TEST_507,몰딩수정
TEST_508,녹오염
TEST_509,훼손
TEST_510,훼손
TEST_511,오타공
TEST_512,훼손
TEST_513,터짐
TEST_514,면불량
TEST_515,오염
TEST_516,오염
TEST_517,훼손
TEST_518,오염
TEST_519,오타공
TEST_520,터짐
TEST_521,곰팡이
TEST_522,면불량
TEST_523,꼬임
TEST_524,오타공
TEST_525,훼손
TEST_526,오타공
TEST_527,훼손
TEST_528,오염
TEST_529,훼손
TEST_530,훼손
TEST_531,오염
TEST_532,꼬임
TEST_533,훼손
TEST_534,이음부불량
TEST_535,녹오염
TEST_536,오염
TEST_537,오염
TEST_538,훼손
TEST_539,들뜸
TEST_540,훼손
TEST_541,오염
TEST_542,오염
TEST_543,훼손
TEST_544,훼손
TEST_545,훼손
TEST_546,훼손
TEST_547,오염
TEST_548,오염
TEST_549,몰딩수정
TEST_550,훼손
TEST_551,오염
TEST_552,오타공
TEST_553,터짐
TEST_554,터짐
TEST_555,꼬임
TEST_556,훼손
TEST_557,훼손
TEST_558,터짐
TEST_559,석고수정
TEST_560,훼손
TEST_561,훼손
TEST_562,훼손
TEST_563,오염
TEST_564,훼손
TEST_565,오염
TEST_566,터짐
TEST_567,훼손
TEST_568,몰딩수정
TEST_569,터짐
TEST_570,울음
TEST_571,오염
TEST_572,훼손
TEST_573,몰딩수정
TEST_574,훼손
TEST_575,터짐
TEST_576,훼손
TEST_577,훼손
TEST_578,오염
TEST_579,훼손
TEST_580,오염
TEST_581,훼손
TEST_582,오염
TEST_583,훼손
TEST_584,오염
TEST_585,오염
TEST_586,오염
TEST_587,석고수정
TEST_588,훼손
TEST_589,오염
TEST_590,"창틀,문틀수정"
TEST_591,훼손
TEST_592,훼손
TEST_593,들뜸
TEST_594,훼손
TEST_595,오염
TEST_596,꼬임
TEST_597,오염
TEST_598,"창틀,문틀수정"
TEST_599,몰딩수정
TEST_600,훼손
TEST_601,오염
TEST_602,오염
TEST_603,훼손
TEST_604,들뜸
TEST_605,오염
TEST_606,훼손
TEST_607,면불량
TEST_608,오염
TEST_609,피스
TEST_610,"창틀,문틀수정"
TEST_611,오염
TEST_612,터짐
TEST_613,훼손
TEST_614,오타공
TEST_615,곰팡이
TEST_616,오타공
TEST_617,훼손
TEST_618,터짐
TEST_619,훼손
TEST_620,터짐
TEST_621,훼손
TEST_622,훼손
TEST_623,오염
TEST_624,훼손
TEST_625,오염
TEST_626,오염
TEST_627,오염
TEST_628,오염
TEST_629,걸레받이수정
TEST_630,훼손
TEST_631,꼬임
TEST_632,곰팡이
TEST_633,훼손
TEST_634,훼손
TEST_635,훼손
TEST_636,훼손
TEST_637,훼손
TEST_638,터짐
TEST_639,터짐
TEST_640,걸레받이수정
TEST_641,걸레받이수정
TEST_642,훼손
TEST_643,훼손
TEST_644,훼손
TEST_645,걸레받이수정
TEST_646,훼손
TEST_647,오염
TEST_648,오염
TEST_649,터짐
TEST_650,면불량
TEST_651,훼손
TEST_652,녹오염
TEST_653,오염
TEST_654,훼손
TEST_655,곰팡이
TEST_656,"창틀,문틀수정"
TEST_657,훼손
TEST_658,터짐
TEST_659,오염
TEST_660,오염
TEST_661,오염
TEST_662,훼손
TEST_663,오염
TEST_664,오염
TEST_665,몰딩수정
TEST_666,꼬임
TEST_667,훼손
TEST_668,오염
TEST_669,훼손
TEST_670,훼손
TEST_671,훼손
TEST_672,훼손
TEST_673,오염
TEST_674,훼손
TEST_675,터짐
TEST_676,오타공
TEST_677,훼손
TEST_678,훼손
TEST_679,터짐
TEST_680,훼손
TEST_681,석고수정
TEST_682,오염
TEST_683,꼬임
TEST_684,훼손
TEST_685,터짐
TEST_686,오염
TEST_687,오염
TEST_688,오타공
TEST_689,훼손
TEST_690,오타공
TEST_691,걸레받이수정
TEST_692,훼손
TEST_693,훼손
TEST_694,오염
TEST_695,오염
TEST_696,터짐
TEST_697,훼손
TEST_698,꼬임
TEST_699,훼손
TEST_700,훼손
TEST_701,오염
TEST_702,이음부불량
TEST_703,"창틀,문틀수정"
TEST_704,"창틀,문틀수정"
TEST_705,훼손
TEST_706,훼손
TEST_707,터짐
TEST_708,훼손
TEST_709,오염
TEST_710,훼손
TEST_711,오염
TEST_712,훼손
TEST_713,훼손
TEST_714,훼손
TEST_715,훼손
TEST_716,훼손
TEST_717,몰딩수정
TEST_718,피스
TEST_719,훼손
TEST_720,몰딩수정
TEST_721,오염
TEST_722,훼손
TEST_723,훼손
TEST_724,훼손
TEST_725,석고수정
TEST_726,터짐
TEST_727,훼손
TEST_728,오염
TEST_729,훼손
TEST_730,훼손
TEST_731,훼손
TEST_732,훼손
TEST_733,오염
TEST_734,오염
TEST_735,오염
TEST_736,훼손
TEST_737,훼손
TEST_738,훼손
TEST_739,오염
TEST_740,훼손
TEST_741,오염
TEST_742,훼손
TEST_743,곰팡이
TEST_744,오염
TEST_745,터짐
TEST_746,오염
TEST_747,곰팡이
TEST_748,오염
TEST_749,훼손
TEST_750,오염
TEST_751,오염
TEST_752,오염
TEST_753,훼손
TEST_754,오염
TEST_755,오염
TEST_756,꼬임
TEST_757,면불량
TEST_758,훼손
TEST_759,오염
TEST_760,오염
TEST_761,훼손
TEST_762,오염
TEST_763,오염
TEST_764,오염
TEST_765,몰딩수정
TEST_766,꼬임
TEST_767,오타공
TEST_768,울음
TEST_769,"창틀,문틀수정"
TEST_770,훼손
TEST_771,훼손
TEST_772,훼손
TEST_773,훼손
TEST_774,훼손
TEST_775,훼손
TEST_776,훼손
TEST_777,터짐
TEST_778,훼손
TEST_779,훼손
TEST_780,곰팡이
TEST_781,훼손
TEST_782,훼손
TEST_783,오염
TEST_784,훼손
TEST_785,훼손
TEST_786,훼손
TEST_787,훼손
TEST_788,훼손
TEST_789,오염
TEST_790,훼손
TEST_791,몰딩수정
