id,label
TEST_559,훼손
TEST_560,터짐
TEST_561,훼손
TEST_562,훼손
TEST_563,오염
TEST_564,훼손
TEST_565,훼손
TEST_566,훼손
TEST_567,훼손
TEST_568,훼손
TEST_569,훼손
TEST_570,훼손
TEST_571,오염
TEST_572,곰팡이
TEST_573,훼손
TEST_574,훼손
TEST_575,훼손
TEST_576,훼손
TEST_577,훼손
TEST_578,오염
TEST_579,오염
TEST_580,훼손
TEST_581,훼손
TEST_582,석고수정
TEST_583,훼손
TEST_584,훼손
TEST_585,훼손
TEST_586,훼손
TEST_587,오염
TEST_588,면불량
TEST_589,오염
TEST_590,터짐
TEST_591,훼손
TEST_592,오염
TEST_593,훼손
TEST_594,훼손
TEST_595,훼손
TEST_596,터짐
TEST_597,훼손
TEST_598,면불량
TEST_599,훼손
TEST_600,훼손
TEST_601,몰딩수정
TEST_602,훼손
TEST_603,훼손
TEST_604,들뜸
TEST_605,훼손
TEST_606,훼손
TEST_607,곰팡이
TEST_608,꼬임
TEST_609,피스
TEST_610,훼손
TEST_611,훼손
TEST_612,훼손
TEST_613,훼손
TEST_614,석고수정
TEST_615,오염
TEST_616,석고수정
TEST_617,훼손
TEST_618,면불량
TEST_619,훼손
TEST_620,훼손
TEST_621,석고수정
TEST_622,훼손
TEST_623,훼손
TEST_624,오염
TEST_625,훼손
TEST_626,오염
TEST_627,오염
TEST_628,훼손
TEST_629,석고수정
TEST_630,석고수정
TEST_631,꼬임
TEST_632,오염
TEST_633,석고수정
TEST_634,훼손
TEST_635,훼손
TEST_636,훼손
TEST_637,오염
TEST_638,오염
TEST_639,훼손
TEST_640,곰팡이
TEST_641,훼손
TEST_642,훼손
TEST_643,훼손
TEST_644,훼손
TEST_645,면불량
TEST_646,훼손
TEST_647,훼손
TEST_648,훼손
TEST_649,훼손
TEST_650,오염
TEST_651,오염
TEST_652,훼손
TEST_653,훼손
TEST_654,훼손
TEST_655,오염
TEST_656,몰딩수정
TEST_657,훼손
TEST_658,오염
TEST_659,훼손
TEST_660,오염
TEST_661,오염
TEST_662,훼손
TEST_663,훼손
TEST_664,몰딩수정
TEST_665,훼손
TEST_666,오염
TEST_667,훼손
TEST_668,훼손
TEST_669,훼손
TEST_670,훼손
TEST_671,오염
TEST_672,면불량
TEST_673,훼손
TEST_674,훼손
TEST_675,면불량
TEST_676,훼손
TEST_677,훼손
TEST_678,훼손
TEST_679,훼손
TEST_680,훼손
TEST_681,훼손
TEST_682,훼손
TEST_683,훼손
TEST_684,훼손
TEST_685,곰팡이
TEST_686,오염
TEST_687,훼손
TEST_688,석고수정
TEST_689,오염
TEST_690,훼손
TEST_691,걸레받이수정
TEST_692,훼손
TEST_693,훼손
TEST_694,오염
TEST_695,오염
TEST_696,훼손
TEST_697,훼손
TEST_698,몰딩수정
TEST_699,가구수정
TEST_700,훼손
TEST_701,훼손
TEST_702,훼손
TEST_703,면불량
TEST_704,몰딩수정
TEST_705,훼손
TEST_706,오염
TEST_707,몰딩수정
TEST_708,훼손
TEST_709,훼손
TEST_710,훼손
TEST_711,훼손
TEST_712,훼손
TEST_713,훼손
TEST_714,곰팡이
TEST_715,오염
TEST_716,훼손
TEST_717,걸레받이수정
TEST_718,훼손
TEST_719,곰팡이
TEST_720,훼손
TEST_721,훼손
TEST_722,훼손
TEST_723,훼손
TEST_724,오염
TEST_725,훼손
TEST_726,오염
TEST_727,훼손
TEST_728,오염
TEST_729,훼손
TEST_730,훼손
TEST_731,훼손
TEST_732,훼손
TEST_733,곰팡이
TEST_734,면불량
TEST_735,오염
TEST_736,훼손
TEST_737,훼손
TEST_738,걸레받이수정
TEST_739,훼손
TEST_740,오타공
TEST_741,훼손
TEST_742,오염
TEST_743,터짐
TEST_744,오염
TEST_745,훼손
TEST_746,몰딩수정
TEST_747,석고수정
TEST_748,훼손
TEST_749,오염
TEST_750,몰딩수정
TEST_751,몰딩수정
TEST_752,오염
TEST_753,훼손
TEST_754,훼손
TEST_755,훼손
TEST_756,훼손
TEST_757,오염
TEST_758,훼손
TEST_759,터짐
TEST_760,오염
TEST_761,훼손
TEST_762,"창틀,문틀수정"
TEST_763,오염
TEST_764,훼손
TEST_765,터짐
TEST_766,꼬임
TEST_767,몰딩수정
TEST_768,오염
TEST_769,훼손
TEST_770,훼손
TEST_771,오염
TEST_772,훼손
TEST_773,석고수정
TEST_774,훼손
TEST_775,훼손
TEST_776,훼손
TEST_777,석고수정
TEST_778,훼손
TEST_779,훼손
TEST_780,훼손
TEST_781,오염
TEST_782,석고수정
TEST_783,훼손
TEST_784,몰딩수정
TEST_785,훼손
TEST_786,훼손
TEST_787,오염
TEST_788,훼손
TEST_789,훼손
TEST_790,훼손
TEST_791,면불량
