id,label
TEST_364,오염
TEST_365,오염
TEST_366,훼손
TEST_367,훼손
TEST_368,걸레받이수정
TEST_369,훼손
TEST_370,피스
TEST_371,훼손
TEST_372,오염
TEST_373,오염
TEST_374,"창틀,문틀수정"
TEST_375,오염
TEST_376,오염
TEST_377,훼손
TEST_378,훼손
TEST_379,훼손
TEST_380,훼손
TEST_381,훼손
TEST_382,훼손
TEST_383,꼬임
TEST_384,이음부불량
TEST_385,꼬임
TEST_386,오염
TEST_387,훼손
TEST_388,오염
TEST_389,훼손
TEST_390,훼손
TEST_391,오염
TEST_392,훼손
TEST_393,걸레받이수정
TEST_394,오염
TEST_395,훼손
TEST_396,오염
TEST_397,훼손
TEST_398,훼손
TEST_399,오염
TEST_400,걸레받이수정
TEST_401,터짐
TEST_402,훼손
TEST_403,훼손
TEST_404,꼬임
TEST_405,오염
TEST_406,훼손
TEST_407,오염
TEST_408,오염
TEST_409,훼손
TEST_410,걸레받이수정
TEST_411,오염
TEST_412,훼손
TEST_413,터짐
TEST_414,훼손
TEST_415,오염
TEST_416,훼손
TEST_417,오염
TEST_418,곰팡이
TEST_419,훼손
TEST_420,훼손
TEST_421,오염
TEST_422,걸레받이수정
TEST_423,오염
TEST_424,훼손
TEST_425,훼손
TEST_426,훼손
TEST_427,훼손
TEST_428,들뜸
TEST_429,오타공
TEST_430,오염
TEST_431,훼손
TEST_432,훼손
TEST_433,오염
TEST_434,피스
TEST_435,"창틀,문틀수정"
TEST_436,훼손
TEST_437,곰팡이
TEST_438,몰딩수정
TEST_439,훼손
TEST_440,훼손
TEST_441,피스
TEST_442,면불량
TEST_443,곰팡이
TEST_444,훼손
TEST_445,오염
TEST_446,훼손
TEST_447,훼손
TEST_448,훼손
TEST_449,들뜸
TEST_450,걸레받이수정
TEST_451,오염
TEST_452,오염
TEST_453,걸레받이수정
TEST_454,훼손
TEST_455,훼손
TEST_456,곰팡이
TEST_457,면불량
TEST_458,걸레받이수정
TEST_459,훼손
TEST_460,훼손
TEST_461,오염
TEST_462,걸레받이수정
TEST_463,오염
TEST_464,훼손
TEST_465,훼손
TEST_466,오염
TEST_467,들뜸
TEST_468,석고수정
TEST_469,몰딩수정
TEST_470,곰팡이
TEST_471,훼손
TEST_472,터짐
TEST_473,오염
TEST_474,오타공
TEST_475,오타공
TEST_476,오염
TEST_477,훼손
TEST_478,터짐
TEST_479,터짐
TEST_480,훼손
TEST_481,녹오염
TEST_482,오염
TEST_483,꼬임
TEST_484,몰딩수정
TEST_485,훼손
TEST_486,곰팡이
TEST_487,오염
TEST_488,오염
TEST_489,훼손
TEST_490,들뜸
TEST_491,훼손
TEST_492,훼손
TEST_493,오염
TEST_494,들뜸
TEST_495,석고수정
TEST_496,훼손
TEST_497,꼬임
TEST_498,오염
TEST_499,훼손
TEST_500,오염
TEST_501,훼손
TEST_502,오염
TEST_503,오염
TEST_504,오염
TEST_505,곰팡이
TEST_506,훼손
TEST_507,오염
TEST_508,훼손
TEST_509,훼손
TEST_510,훼손
TEST_511,오염
TEST_512,훼손
TEST_513,훼손
TEST_514,면불량
TEST_515,오염
TEST_516,훼손
TEST_517,터짐
TEST_518,훼손
TEST_519,훼손
TEST_520,터짐
TEST_521,오타공
TEST_522,가구수정
TEST_523,들뜸
TEST_524,피스
TEST_525,오염
TEST_526,몰딩수정
TEST_527,오염
TEST_528,훼손
TEST_529,오염
TEST_530,오염
TEST_531,오염
TEST_532,꼬임
TEST_533,터짐
TEST_534,이음부불량
TEST_535,훼손
TEST_536,오염
TEST_537,훼손
TEST_538,석고수정
TEST_539,훼손
TEST_540,오염
TEST_541,훼손
TEST_542,오염
TEST_543,훼손
TEST_544,훼손
TEST_545,훼손
TEST_546,들뜸
TEST_547,훼손
TEST_548,훼손
TEST_549,훼손
TEST_550,오염
TEST_551,훼손
TEST_552,오타공
TEST_553,훼손
TEST_554,오염
TEST_555,훼손
TEST_556,훼손
TEST_557,훼손
TEST_558,훼손
TEST_559,훼손
TEST_560,오타공
TEST_561,면불량
TEST_562,곰팡이
TEST_563,오염
TEST_564,훼손
TEST_565,오염
TEST_566,훼손
TEST_567,훼손
TEST_568,훼손
TEST_569,터짐
TEST_570,훼손
TEST_571,곰팡이
TEST_572,오염
TEST_573,훼손
TEST_574,훼손
TEST_575,훼손
TEST_576,오염
TEST_577,오염
TEST_578,훼손
TEST_579,오염
TEST_580,훼손
TEST_581,오염
TEST_582,오염
TEST_583,오염
TEST_584,훼손
TEST_585,훼손
TEST_586,걸레받이수정
TEST_587,석고수정
TEST_588,면불량
TEST_589,훼손
TEST_590,오염
TEST_591,오염
TEST_592,오염
TEST_593,오염
TEST_594,훼손
TEST_595,훼손
TEST_596,훼손
TEST_597,곰팡이
TEST_598,곰팡이
TEST_599,훼손
TEST_600,훼손
TEST_601,몰딩수정
TEST_602,오염
TEST_603,훼손
TEST_604,들뜸
TEST_605,오염
TEST_606,오염
TEST_607,터짐
TEST_608,꼬임
TEST_609,피스
TEST_610,훼손
TEST_611,면불량
TEST_612,훼손
TEST_613,훼손
TEST_614,훼손
TEST_615,훼손
TEST_616,훼손
TEST_617,훼손
TEST_618,오염
TEST_619,오염
TEST_620,면불량
TEST_621,석고수정
TEST_622,훼손
TEST_623,오염
TEST_624,오염
TEST_625,훼손
TEST_626,오염
TEST_627,면불량
TEST_628,오염
TEST_629,훼손
TEST_630,오염
TEST_631,꼬임
TEST_632,오염
TEST_633,훼손
TEST_634,오염
TEST_635,훼손
TEST_636,훼손
TEST_637,훼손
TEST_638,꼬임
TEST_639,오염
TEST_640,이음부불량
TEST_641,걸레받이수정
TEST_642,훼손
TEST_643,훼손
TEST_644,훼손
TEST_645,곰팡이
TEST_646,오염
TEST_647,터짐
TEST_648,오염
TEST_649,훼손
TEST_650,오염
TEST_651,오염
TEST_652,터짐
TEST_653,훼손
TEST_654,오염
TEST_655,훼손
TEST_656,훼손
TEST_657,훼손
TEST_658,훼손
TEST_659,석고수정
TEST_660,오염
TEST_661,오염
TEST_662,걸레받이수정
TEST_663,오염
TEST_664,훼손
TEST_665,몰딩수정
TEST_666,꼬임
TEST_667,석고수정
TEST_668,오염
TEST_669,훼손
TEST_670,훼손
TEST_671,오염
TEST_672,훼손
TEST_673,걸레받이수정
TEST_674,오염
TEST_675,면불량
TEST_676,오타공
TEST_677,오염
TEST_678,훼손
TEST_679,훼손
TEST_680,훼손
TEST_681,곰팡이
TEST_682,오염
TEST_683,꼬임
TEST_684,훼손
TEST_685,오타공
TEST_686,오염
TEST_687,석고수정
TEST_688,훼손
TEST_689,훼손
TEST_690,오타공
TEST_691,걸레받이수정
TEST_692,훼손
TEST_693,훼손
TEST_694,오염
TEST_695,석고수정
TEST_696,훼손
TEST_697,훼손
TEST_698,훼손
TEST_699,"창틀,문틀수정"
TEST_700,오염
TEST_701,오염
TEST_702,훼손
TEST_703,들뜸
TEST_704,꼬임
TEST_705,오염
TEST_706,훼손
TEST_707,오염
TEST_708,면불량
TEST_709,오염
TEST_710,훼손
TEST_711,훼손
TEST_712,훼손
TEST_713,훼손
TEST_714,오염
TEST_715,오염
TEST_716,훼손
TEST_717,몰딩수정
TEST_718,피스
TEST_719,곰팡이
TEST_720,걸레받이수정
TEST_721,훼손
TEST_722,들뜸
TEST_723,훼손
TEST_724,훼손
TEST_725,피스
TEST_726,오염
TEST_727,오염
TEST_728,훼손
TEST_729,오염
TEST_730,훼손
TEST_731,훼손
TEST_732,훼손
TEST_733,오염
TEST_734,훼손
TEST_735,훼손
TEST_736,오염
TEST_737,"창틀,문틀수정"
TEST_738,오염
TEST_739,오염
TEST_740,훼손
TEST_741,몰딩수정
TEST_742,훼손
TEST_743,걸레받이수정
TEST_744,훼손
TEST_745,훼손
TEST_746,몰딩수정
TEST_747,오염
TEST_748,훼손
TEST_749,오염
TEST_750,울음
TEST_751,오염
TEST_752,오염
TEST_753,터짐
TEST_754,오염
TEST_755,오염
TEST_756,오염
TEST_757,오염
TEST_758,오염
TEST_759,오타공
TEST_760,오염
TEST_761,터짐
TEST_762,"창틀,문틀수정"
TEST_763,오염
TEST_764,훼손
TEST_765,훼손
TEST_766,들뜸
TEST_767,훼손
TEST_768,오염
TEST_769,훼손
TEST_770,몰딩수정
TEST_771,훼손
TEST_772,오타공
TEST_773,훼손
TEST_774,오염
TEST_775,훼손
TEST_776,훼손
TEST_777,오타공
TEST_778,훼손
TEST_779,훼손
TEST_780,울음
TEST_781,오염
TEST_782,걸레받이수정
TEST_783,오염
TEST_784,훼손
TEST_785,훼손
TEST_786,오염
TEST_787,오염
TEST_788,오염
TEST_789,훼손
TEST_790,면불량
TEST_791,훼손
